,Product ID,Category,Sub-Category,Product Name,Unit Price
5536,OFF-KRA-10000117,Office Supplies,Envelopes,"Kraft Mailers, Security-Tint",40.05
5538,OFF-FA-10002652,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",10.41
5540,OFF-EN-10001154,Office Supplies,Envelopes,"Kraft Clasp Envelope, Set of 50",9.0
5542,FUR-TEN-10003900,Furniture,Furnishings,"Tenex Stacking Tray, Durable",25.23
5544,OFF-ST-10003931,Office Supplies,Storage,"Smead Lockers, Blue",198.42
5546,FUR-CH-10001332,Furniture,Chairs,"Office Star Executive Leather Armchair, Red",313.12
5547,FUR-CH-10003114,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",180.12
5549,TEC-CO-10003678,Technology,Copiers,"HP Personal Copier, Color",83.82
5550,OFF-ST-10002539,Office Supplies,Storage,"Fellowes Shelving, Single Width",57.87
5551,FUR-IKE-10001301,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",123.93
5552,OFF-HOO-10004243,Office Supplies,Appliances,"Hoover Microwave, Black",308.07
5554,FUR-BO-10000402,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",146.28
5555,TEC-PH-10004871,Technology,Phones,"Motorola Headset, Cordless",55.06
5556,TEC-AC-10004704,Technology,Accessories,"Logitech Numeric Keypad, Bluetooth",46.32
5559,TEC-MA-10001607,Technology,Machines,"Konica Phone, Durable",86.31
5562,FUR-NOV-10003257,Furniture,Chairs,"Novimex Chairmat, Adjustable",58.83
5565,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94
5568,TEC-CAN-10004166,Technology,Copiers,"Canon Personal Copier, Color",144.18
5570,TEC-SAN-10000250,Technology,Accessories,"SanDisk Memory Card, USB",112.62
5571,OFF-LA-10003217,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",8.88
5572,TEC-PH-10002070,Technology,Phones,"Apple Headset, with Caller ID",73.26
5574,TEC-SHA-10000306,Technology,Copiers,"Sharp Copy Machine, Color",237.6
5579,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",5.18
5580,FUR-CH-10000852,Furniture,Chairs,"Novimex Chairmat, Set of Two",39.06
5581,OFF-LA-10004761,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",7.02
5582,OFF-FA-10004754,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack",16.02
5584,FUR-FU-10003910,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable",25.14
5586,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,11.48
5587,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.81
5588,OFF-SME-10001800,Office Supplies,Labels,"Smead Shipping Labels, Laser Printer Compatible",11.61
5589,OFF-ACC-10003788,Office Supplies,Binders,"Acco Hole Reinforcements, Clear",6.12
5590,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.81
5592,TEC-CO-10002586,Technology,Copiers,"Brother Ink, Color",99.16
5596,FUR-TA-10004817,Furniture,Tables,"Lesro Coffee Table, with Bottom Storage",252.0
5597,OFF-ST-10004185,Office Supplies,Storage,"Fellowes Trays, Single Width",38.28
5598,TEC-AC-10003217,Technology,Accessories,"Enermax Keyboard, USB",83.67
5601,OFF-AR-10001622,Office Supplies,Art,"BIC Markers, Easy-Erase",17.8
5602,OFF-EN-10001832,Office Supplies,Envelopes,"Ames Mailers, with clear poly window",26.26
5605,OFF-AP-10002344,Office Supplies,Appliances,"Hoover Microwave, Silver",206.26
5607,OFF-LA-10002630,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",10.47
5609,OFF-AR-10003461,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",26.04
5611,OFF-BI-10001643,Office Supplies,Binders,"Acco Binder, Recycled",15.51
5612,OFF-SU-10000954,Office Supplies,Supplies,"Acme Scissors, High Speed",25.44
5613,OFF-LA-10002180,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set",13.2
5614,OFF-PA-10000694,Office Supplies,Paper,"Green Bar Message Books, Premium",23.79
5616,OFF-BI-10002684,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",3.87
5619,OFF-AP-10001510,Office Supplies,Appliances,"Cuisinart Microwave, Silver",279.21
5620,OFF-AR-10004492,Office Supplies,Art,"BIC Canvas, Blue",53.7
5621,FUR-BO-10004161,Furniture,Bookcases,"Bush Corner Shelving, Mobile",126.51
5623,OFF-AR-10003816,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",11.24
5625,TEC-MEM-10003302,Technology,Accessories,"Memorex Numeric Keypad, Erganomic",46.71
5629,FUR-BO-10001874,Furniture,Bookcases,"Sauder Corner Shelving, Pine",148.65
5631,OFF-ST-10001890,Office Supplies,Storage,"Eldon Trays, Industrial",32.3
5634,OFF-BOS-10003113,Office Supplies,Art,"Boston Pens, Water Color",17.4
5635,TEC-AC-10001013,Technology,Accessories,"SanDisk Mouse, USB",25.68
5636,OFF-STO-10001310,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",16.14
5638,OFF-LA-10003285,Office Supplies,Labels,"Avery Removable Labels, Adjustable",5.76
5640,OFF-ACC-10003745,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",14.04
5644,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2.95
5646,TEC-HEW-10003460,Technology,Copiers,"Hewlett Fax and Copier, Color",194.31
5647,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,499.99
5648,TEC-AC-10002637,Technology,Accessories,Logitech†VX Revolution Cordless Laser Mouse for Notebooks (Black),179.99
5650,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference†phone,404.95
5651,FUR-BO-10004541,Furniture,Bookcases,"Dania Library with Doors, Mobile",364.92
5652,TEC-SHA-10001231,Technology,Copiers,"Sharp Wireless Fax, Color",357.36
5653,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",51.48
5654,OFF-ST-10000546,Office Supplies,Storage,"Tenex Lockers, Wire Frame",203.22
5656,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,100.98
5657,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,30.98
5660,OFF-AVE-10004909,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",29.37
5665,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,5.98
5668,TEC-CIS-10001122,Technology,Phones,"Cisco Speaker Phone, VoIP",138.57
5672,TEC-NOK-10003034,Technology,Phones,"Nokia Speaker Phone, Full Size",124.44
5673,OFF-FA-10000522,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",8.38
5678,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,4.98
5680,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",6.55
5681,OFF-AR-10003384,Office Supplies,Art,"Boston Pens, Water Color",17.4
5683,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,4.48
5687,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48
5688,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.98
5689,TEC-CO-10004662,Technology,Copiers,"Hewlett Fax Machine, Color",321.36
5690,FUR-TA-10003893,Furniture,Tables,"Lesro Wood Table, with Bottom Storage",467.43
5693,TEC-MA-10002424,Technology,Machines,"StarTech Phone, Durable",74.64
5696,OFF-BI-10001723,Office Supplies,Binders,"Avery Binder, Clear",12.36
5697,OFF-LA-10004132,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical",12.87
5698,FUR-FU-10002919,Furniture,Furnishings,"Rubbermaid Frame, Erganomic",108.51
5699,TEC-CO-10003113,Technology,Copiers,"Hewlett Fax Machine, Color",321.36
5701,TEC-PH-10003613,Technology,Phones,"Apple Signal Booster, VoIP",136.74
5704,FUR-FU-10002019,Furniture,Furnishings,"Eldon Photo Frame, Black",58.11
5705,TEC-SAN-10004424,Technology,Accessories,"SanDisk Router, Bluetooth",256.35
5706,OFF-SAN-10001295,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",29.01
5707,OFF-PA-10002033,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",35.02
5708,OFF-AR-10003774,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",45.69
5709,OFF-FA-10002156,Office Supplies,Fasteners,"Advantus Push Pins, Metal",14.55
5711,TEC-CO-10001162,Technology,Copiers,"Canon Wireless Fax, Laser",378.66
5713,FUR-CH-10003097,Furniture,Chairs,"Hon Rocking Chair, Black",128.19
5714,FUR-BO-10004834,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",171.36
5716,TEC-PH-10003945,Technology,Phones,"Nokia Audio Dock, VoIP",111.22
5717,OFF-ST-10001547,Office Supplies,Storage,"Rogers Lockers, Industrial",212.1
5718,FUR-BO-10003333,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",146.28
5719,TEC-PH-10001619,Technology,Phones,LG G3,195.99
5720,TEC-PH-10000577,Technology,Phones,"Samsung Headset, Cordless",50.7
5721,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,39.95
5723,TEC-PH-10003796,Technology,Phones,"Apple Headset, with Caller ID",73.26
5727,OFF-PA-10000032,Office Supplies,Paper,"SanDisk Note Cards, Premium",20.82
5731,OFF-AR-10001230,Office Supplies,Art,"Binney & Smith Markers, Water Color",27.27
5732,OFF-EN-10004211,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Security-Tint",13.16
5733,OFF-ST-10002618,Office Supplies,Storage,"Tenex Folders, Blue",23.22
5734,OFF-BI-10002483,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",3.2
5735,OFF-AR-10001107,Office Supplies,Art,"BIC Highlighters, Water Color",22.11
5736,OFF-LA-10000989,Office Supplies,Labels,"Smead Round Labels, Adjustable",3.2
5737,OFF-SU-10003267,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",25.23
5739,TEC-CO-10002242,Technology,Copiers,"Brother Fax and Copier, Color",192.93
5740,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,79.99
5744,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,289.53
5746,OFF-SU-10000835,Office Supplies,Supplies,"Acme Box Cutter, Steel",37.2
5748,TEC-CO-10000565,Technology,Copiers,"Canon Fax and Copier, Color",192.78
5749,OFF-ST-10002538,Office Supplies,Storage,"Rogers File Cart, Single Width",94.72
5750,FUR-FU-10001317,Furniture,Furnishings,"Eldon Photo Frame, Erganomic",37.82
5755,OFF-AR-10001954,Office Supplies,Art,Newell 331,4.89
5758,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48
5759,FUR-TA-10003627,Furniture,Tables,"Bevis Conference Table, with Bottom Storage",923.76
5760,TEC-CO-10002122,Technology,Copiers,"Hewlett Fax Machine, Digital",319.56
5762,TEC-CO-10001204,Technology,Copiers,"Canon Fax Machine, High-Speed",316.59
5763,OFF-ST-10004754,Office Supplies,Storage,"Fellowes Lockers, Single Width",138.24
5764,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",50.16
5766,TEC-CO-10001978,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",127.38
5767,TEC-MA-10000258,Technology,Machines,"Panasonic Inkjet, Wireless",312.09
5769,OFF-AP-10004937,Office Supplies,Appliances,"Hoover Microwave, White",306.78
5770,OFF-AR-10002802,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",19.9
5771,OFF-AP-10004248,Office Supplies,Appliances,"Hoover Toaster, White",81.78
5772,FUR-FU-10004509,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",45.09
5775,OFF-ST-10001440,Office Supplies,Storage,"Eldon Shelving, Blue",32.28
5776,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,174.29
5777,OFF-BI-10002465,Office Supplies,Binders,"Avery Binding Machine, Clear",32.2
5779,TEC-AC-10003970,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",36.9
5780,OFF-AR-10001833,Office Supplies,Art,"Boston Highlighters, Easy-Erase",12.76
5783,OFF-LA-10003422,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical",8.58
5784,TEC-AC-10002664,Technology,Accessories,"SanDisk Keyboard, Programmable",55.32
5785,OFF-BI-10000404,Office Supplies,Binders,"Avery Binder Covers, Clear",7.02
5786,OFF-EN-10001751,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",25.7
5787,TEC-PH-10004287,Technology,Phones,"Cisco Headset, Cordless",60.86
5788,OFF-SU-10001087,Office Supplies,Supplies,"Kleencut Box Cutter, Serrated",31.35
5789,OFF-PA-10001283,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",11.12
5791,TEC-BEL-10004950,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",59.25
5793,OFF-STA-10004484,Office Supplies,Art,"Stanley Pens, Water Color",13.23
5794,OFF-AR-10004552,Office Supplies,Art,"Boston Markers, Blue",26.37
5796,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,22.84
5797,TEC-MEM-10000582,Technology,Accessories,"Memorex Flash Drive, Bluetooth",29.4
5799,OFF-LA-10002650,Office Supplies,Labels,"Novimex Removable Labels, Laser Printer Compatible",6.46
5803,OFF-OIC-10003978,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",8.79
5804,FUR-IKE-10004160,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",122.58
5807,TEC-CO-10003777,Technology,Copiers,"Hewlett Copy Machine, Color",261.87
5808,TEC-PH-10002076,Technology,Phones,"Samsung Audio Dock, Full Size",168.12
5809,FUR-IKE-10002268,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",169.8
5812,FUR-BO-10003007,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal",122.04
5813,TEC-PH-10001284,Technology,Phones,"Apple Smart Phone, Cordless",424.2
5814,TEC-PH-10000169,Technology,Phones,"Apple Smart Phone, with Caller ID",426.04
5815,OFF-EN-10004759,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",46.23
5817,OFF-FA-10003815,Office Supplies,Fasteners,"Stockwell Clamps, Metal",12.9
5818,OFF-AR-10004010,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",17.4
5821,OFF-BI-10000590,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",48.42
5823,OFF-LA-10003583,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",6.02
5826,OFF-BRE-10000448,Office Supplies,Appliances,"Breville Coffee Grinder, Silver",62.61
5827,OFF-EN-10003094,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window",14.82
5829,OFF-EN-10002896,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",13.0
5830,TEC-SAM-10003891,Technology,Phones,"Samsung Headset, with Caller ID",73.2
5831,TEC-KON-10003726,Technology,Machines,"Konica Card Printer, Wireless",175.17
5834,OFF-ACC-10003713,Office Supplies,Fasteners,"Accos Clamps, Assorted Sizes",16.83
5835,OFF-BIN-10001385,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",13.2
5836,OFF-LA-10000692,Office Supplies,Labels,"Avery Legal Exhibit Labels, Adjustable",6.16
5840,OFF-BI-10004187,Office Supplies,Binders,Staples,1.88
5841,FUR-FU-10002004,Furniture,Furnishings,"Tenex Stacking Tray, Durable",16.82
5846,TEC-PH-10001725,Technology,Phones,"Motorola Speaker Phone, Cordless",132.63
5847,FUR-FU-10001447,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",31.56
5848,OFF-AR-10004456,Office Supplies,Art,"Binney & Smith Markers, Blue",24.09
5850,OFF-PA-10001944,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",29.79
5851,FUR-CH-10000694,Furniture,Chairs,"Novimex Steel Folding Chair, Red",82.23
5853,OFF-XER-10001454,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",14.67
5857,OFF-AP-10004913,Office Supplies,Appliances,"KitchenAid Refrigerator, Black",351.58
5860,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",70.98
5861,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
5862,FUR-BO-10000034,Furniture,Bookcases,"Safco Classic Bookcase, Pine",439.5
5863,FUR-BO-10001831,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",194.04
5864,OFF-BRE-10003382,Office Supplies,Appliances,"Breville Stove, Silver",562.29
5865,FUR-FU-10000743,Furniture,Furnishings,"Eldon Frame, Erganomic",76.58
5866,TEC-PH-10001321,Technology,Phones,"Cisco Speaker Phone, Full Size",139.77
5867,TEC-BEL-10003177,Technology,Accessories,"Belkin Keyboard, Erganomic",81.69
5868,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62
5869,TEC-CO-10003353,Technology,Copiers,"HP Personal Copier, High-Speed",122.49
5872,OFF-AR-10002156,Office Supplies,Art,"Stanley Highlighters, Blue",14.7
5873,OFF-SU-10004434,Office Supplies,Supplies,"Kleencut Box Cutter, Easy Grip",36.27
5874,OFF-BOS-10001772,Office Supplies,Art,"Boston Markers, Easy-Erase",26.64
5875,OFF-EN-10000056,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",27.09
5876,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",7.1
5881,TEC-AC-10003951,Technology,Accessories,"Logitech Numeric Keypad, USB",46.53
5882,OFF-EN-10003977,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",8.31
5883,OFF-SU-10002785,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",39.0
5885,OFF-LA-10004545,Office Supplies,Labels,Avery 50,12.53
5887,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,7.98
5892,FUR-BO-10000596,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",438.51
5893,TEC-NOK-10004339,Technology,Phones,"Nokia Smart Phone, Cordless",636.15
5895,TEC-AC-10004070,Technology,Accessories,"Memorex Router, Programmable",247.71
5896,TEC-CO-10001795,Technology,Copiers,"Sharp Personal Copier, High-Speed",118.2
5898,TEC-SAM-10004940,Technology,Phones,"Samsung Smart Phone, Full Size",637.44
5899,TEC-AC-10001056,Technology,Accessories,"Belkin Router, USB",258.96
5900,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,95.99
5901,TEC-MA-10001360,Technology,Machines,"Okidata Receipt Printer, White",121.32
5902,FUR-CH-10004790,Furniture,Chairs,"Office Star Bag Chairs, Black",53.01
5904,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,400.98
5905,FUR-BUS-10002040,Furniture,Bookcases,"Bush Library with Doors, Mobile",366.84
5911,OFF-EN-10004849,Office Supplies,Envelopes,"Cameo Mailers, Security-Tint",40.56
5912,TEC-MA-10002195,Technology,Machines,"Epson Receipt Printer, Red",114.18
5918,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",33.94
5919,TEC-PH-10002564,Technology,Phones,"Motorola Signal Booster, Full Size",144.42
5922,FUR-RUB-10001796,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic",17.46
5923,OFF-LA-10004799,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",10.68
5926,OFF-LA-10004777,Office Supplies,Labels,"Smead Shipping Labels, 5000 Label Set",8.0
5928,TEC-AC-10002305,Technology,Accessories,KeyTronic†E03601U1 -†Keyboard†- Beige,18.0
5929,OFF-BIC-10001458,Office Supplies,Art,"BIC Highlighters, Fluorescent",20.19
5931,OFF-PA-10004326,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",16.8
5932,FUR-CH-10000336,Furniture,Chairs,"SAFCO Chairmat, Set of Two",41.38
5933,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,23.42
5936,OFF-ENE-10002784,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",16.8
5938,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,15.23
5945,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,31.74
5946,OFF-CAR-10003030,Office Supplies,Binders,"Cardinal Index Tab, Economy",8.76
5948,OFF-BI-10001324,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",6.45
5949,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,5.47
5950,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.81
5952,OFF-SME-10004553,Office Supplies,Storage,"Smead Lockers, Blue",198.42
5953,FUR-CH-10002573,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",465.0
5954,TEC-MA-10000765,Technology,Machines,"Okidata Phone, Wireless",86.85
5956,TEC-KON-10002309,Technology,Machines,"Konica Inkjet, Wireless",313.56
5957,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,238.4
5958,TEC-CO-10002571,Technology,Copiers,"Hewlett Personal Copier, Digital",95.94
5959,FUR-CH-10001634,Furniture,Chairs,"Novimex Rocking Chair, Adjustable",89.28
5961,OFF-AP-10002932,Office Supplies,Appliances,"Breville Refrigerator, White",344.98
5962,FUR-RUB-10002945,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",51.81
5967,TEC-STA-10003386,Technology,Machines,"StarTech Inkjet, Wireless",301.89
5969,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,159.95
5972,FUR-OFF-10003703,Furniture,Chairs,"Office Star Chairmat, Set of Two",68.07
5973,OFF-ACM-10001587,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip",39.42
5975,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,111.03
5976,FUR-FU-10003855,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",48.78
5978,OFF-BIN-10000712,Office Supplies,Art,"Binney & Smith Canvas, Blue",51.36
5979,FUR-FU-10002630,Furniture,Furnishings,"Tenex Clock, Erganomic",32.58
5980,FUR-RUB-10000501,Furniture,Furnishings,"Rubbermaid Clock, Black",50.16
5981,OFF-AR-10000845,Office Supplies,Art,"Binney & Smith Pens, Water Color",10.08
5983,OFF-ELD-10002279,Office Supplies,Storage,"Eldon Shelving, Industrial",48.9
5984,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,47.9
5986,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",52.99
5987,OFF-AR-10000720,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",25.35
5988,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,3.74
5989,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,32.48
5991,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25
5992,OFF-KRA-10000534,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint",49.32
5994,OFF-AME-10000870,Office Supplies,Envelopes,"Ames Peel and Seal, Recycled",17.49
5995,OFF-LA-10001548,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",9.75
5997,OFF-EN-10001443,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled",9.84
5998,OFF-NOV-10003499,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",10.26
5999,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,5.98
6000,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,3.65
6001,OFF-LA-10003372,Office Supplies,Labels,"Smead Round Labels, Alphabetical",4.48
6005,OFF-ELD-10000845,Office Supplies,Storage,"Eldon Lockers, Wire Frame",196.98
6006,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,128.99
6007,OFF-AP-10002090,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",500.13
6009,TEC-SAM-10002496,Technology,Phones,"Samsung Speaker Phone, VoIP",123.33
6011,TEC-PH-10001884,Technology,Phones,"Nokia Office Telephone, Full Size",66.42
6012,OFF-AR-10002902,Office Supplies,Art,"Sanford Canvas, Water Color",53.7
6014,FUR-CH-10000042,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",177.69
6019,OFF-ROG-10003733,Office Supplies,Storage,"Rogers Folders, Wire Frame",29.76
6022,TEC-MA-10002871,Technology,Machines,"Panasonic Receipt Printer, Red",118.05
6024,OFF-AR-10001074,Office Supplies,Art,"Sanford Highlighters, Blue",15.75
6025,TEC-PH-10004085,Technology,Phones,"Apple Audio Dock, with Caller ID",166.89
6026,TEC-AC-10000575,Technology,Accessories,"Logitech Keyboard, Programmable",49.3
6028,OFF-EN-10003607,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled",12.9
6029,OFF-SU-10003527,Office Supplies,Supplies,"Elite Ruler, Easy Grip",15.42
6030,OFF-PA-10004910,Office Supplies,Paper,"Eaton Message Books, Premium",20.58
6033,OFF-ST-10000351,Office Supplies,Storage,"Smead Shelving, Wire Frame",48.0
6035,TEC-MA-10004615,Technology,Machines,"Okidata Calculator, Durable",34.94
6036,OFF-SU-10000885,Office Supplies,Supplies,"Elite Box Cutter, Steel",34.29
6037,OFF-AR-10000091,Office Supplies,Art,"BIC Markers, Fluorescent",27.69
6040,OFF-FA-10004606,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",10.23
6041,OFF-LA-10001942,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",7.58
6044,OFF-ST-10004325,Office Supplies,Storage,"Eldon Box, Single Width",10.29
6045,OFF-FA-10004545,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",14.1
6046,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,5.34
6049,OFF-HAR-10004099,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",10.35
6050,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",1.98
6053,OFF-EN-10001616,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",10.76
6054,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,4.18
6055,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,6.48
6057,FUR-BO-10000567,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",290.66
6059,OFF-ELD-10003918,Office Supplies,Storage,"Eldon Folders, Wire Frame",16.05
6061,TEC-PH-10001708,Technology,Phones,"Cisco Audio Dock, with Caller ID",182.07
6062,FUR-FU-10002979,Furniture,Furnishings,"Eldon Frame, Black",116.25
6065,OFF-SU-10003160,Office Supplies,Supplies,"Acme Ruler, High Speed",16.71
6069,OFF-ADV-10002299,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack",16.02
6070,OFF-AR-10000594,Office Supplies,Art,"Binney & Smith Highlighters, Water Color",19.77
6072,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",5.81
